match_id,date,team_1,team_2,venue,substitute_player,event,player_out,dismissal_kind
1370350,2023-05-23,Chennai Super Kings,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",Subhransu Senapati,substitute fielder,DG Nalkande,run out
1422120,2024-03-23,Delhi Capitals,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Tanay Thyagarajan,substitute fielder,AR Patel,run out
1422122,2024-03-24,Rajasthan Royals,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",DJ Hooda,substitute fielder,R Parag,caught
1422123,2024-03-24,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",A Manohar,substitute fielder,Tilak Varma,caught
1422129,2024-03-30,Lucknow Super Giants,Punjab Kings,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Tanay Thyagarajan,substitute fielder,Ravi Bishnoi,caught
1422132,2024-04-01,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",R Powell,substitute fielder,HH Pandya,caught
1422134,2024-04-03,Kolkata Knight Riders,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",MK Pandey,substitute fielder,AR Patel,caught
1422138,2024-04-07,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",J Fraser-McGurk,substitute fielder,SA Yadav,caught
1422139,2024-04-07,Lucknow Super Giants,Gujarat Titans,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",DJ Hooda,substitute fielder,Rashid Khan,caught
1426281,2024-04-27,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Sumit Kumar,substitute fielder,Tilak Varma,run out
1426283,2024-04-28,Gujarat Titans,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",V Shankar,substitute fielder,F du Plessis,caught
1426284,2024-04-28,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",Sameer Rizvi,substitute fielder,Abdul Samad,caught
1426286,2024-04-30,Mumbai Indians,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Naman Dhir,substitute fielder,A Badoni,run out
1426289,2024-05-03,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",D Brevis,substitute fielder,MK Pandey,caught
1426291,2024-05-05,Chennai Super Kings,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Sameer Rizvi,substitute fielder,P Simran Singh,caught
1426292,2024-05-05,Kolkata Knight Riders,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",D Padikkal,substitute fielder,SP Narine,caught
1426292,2024-05-05,Kolkata Knight Riders,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",K Gowtham,substitute fielder,AD Russell,caught
1426310,2024-05-22,Royal Challengers Bengaluru,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",D Ferreira,substitute fielder,V Kohli,caught
1473441,2025-03-24,Lucknow Super Giants,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",T Vijay,substitute fielder,Shahbaz Ahmed,caught
1473445,2025-03-28,Royal Challengers Bengaluru,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",MS Bhandage,substitute fielder,RD Gaikwad,caught
1473452,2025-04-03,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",AS Roy,substitute fielder,PHKD Mendis,caught
1473453,2025-04-04,Lucknow Super Giants,Mumbai Indians,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",C Bosch,substitute fielder,RR Pant,caught
1473464,2025-04-12,Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",P Dubey,substitute fielder,Abhishek Sharma,caught
1473466,2025-04-13,Mumbai Indians,Delhi Capitals,"Arun Jaitley Stadium, Delhi",RA Bawa,substitute fielder,Kuldeep Yadav,run out
1473470,2025-04-17,Sunrisers Hyderabad,Mumbai Indians,"Wankhede Stadium, Mumbai",RA Bawa,substitute fielder,Abhishek Sharma,caught
